2025-11-10 10:25:56,prj_BuscaEstabelecimento,-,INFO,1 itens processados de 1 totais para serem processados.,NONE
2025-11-10 10:26:03,prj_BuscaEstabelecimento,-,INFO,"Executando item, Tipo: Igreja Batista, Cidade: São Paulo, SP.",NONE
2025-11-10 10:26:05,prj_BuscaEstabelecimento,Igreja Batista,INFO,Tentativa: 1,NONE
2025-11-10 10:26:05,prj_BuscaEstabelecimento,-,INFO,Process Started,NONE
2025-11-10 10:26:05,prj_BuscaEstabelecimento,-,INFO,Iniciou a pesquisa por viagens.,NONE
2025-11-10 10:26:05,prj_BuscaEstabelecimento,-,INFO,"Preencheu pesquisa com: Igreja Batista São Paulo, SP.",NONE
2025-11-10 10:26:08,prj_BuscaEstabelecimento,-,INFO,Clicou em pesquisar.,NONE
2025-11-10 10:26:12,prj_BuscaEstabelecimento,-,INFO,"A pesquisa Igreja Batista São Paulo, SP retornou resultado.",NONE
2025-11-10 10:26:12,prj_BuscaEstabelecimento,-,INFO,Iniciou captura de valores.,NONE
2025-11-10 10:26:20,prj_BuscaEstabelecimento,-,INFO,Conteudo carregado.,NONE
2025-11-10 10:26:20,prj_BuscaEstabelecimento,-,INFO,Capturou o nome do estabelicimento: Igreja Batista São Paulo,NONE
2025-11-10 10:26:20,prj_BuscaEstabelecimento,-,INFO,"A quantidade de estrelas são: 4,8",NONE
2025-11-10 10:26:20,prj_BuscaEstabelecimento,-,INFO,A quantidade de usuarios que avaliaram são: 34,NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,"O endereço obtido: R. Ferreira do Alentejo, 345 - Santo Amaro, São Paulo - SP, 04728-060",NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Numero de telefone obtido: 1156413399,NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Link do site obtido: http://batistasaopaulo.com.br,NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Realizou o carregamento da planilha: c:\rpa\treeinova\prj_treeinova\prj_BuscaEstabelecimento\resources\relatorios\Resultado_20251110102431.xlsx,NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Dados salvos com sucesso.,NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Planilha gravada: c:\rpa\treeinova\prj_treeinova\prj_BuscaEstabelecimento\resources\relatorios\Resultado_20251110102431.xlsx (sheet: Igreja Batista),NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Finalizou relatorio de estabelecimentos.,NONE
2025-11-10 10:26:21,prj_BuscaEstabelecimento,-,INFO,Item com ID 2 atualizado com sucesso.,NONE
2025-11-10 10:26:36,prj_BuscaEstabelecimento,-,INFO,A quantidade de itens da fila para ser processados: 0,NONE
2025-11-10 10:26:38,prj_BuscaEstabelecimento,-,INFO,Não há mais itens com status 'New'.,NONE
2025-11-10 10:26:42,prj_BuscaEstabelecimento,-,INFO,Não existem itens a serem processados.,NONE
2025-11-10 10:26:49,prj_BuscaEstabelecimento,-,INFO,Loop Station Finished,NONE
2025-11-10 10:26:49,prj_BuscaEstabelecimento,-,INFO,End Process Started,NONE
2025-11-10 10:26:49,prj_BuscaEstabelecimento,-,INFO,"Finalizando todos os processos, tentativa 1",NONE
2025-11-10 10:26:50,prj_BuscaEstabelecimento,-,INFO,"Aplicativos finalizados, continuando processamento...",NONE
2025-11-10 10:26:51,prj_BuscaEstabelecimento,-,INFO,Configurando SMTP do Gmail para envio,NONE
2025-11-10 10:26:53,prj_BuscaEstabelecimento,-,INFO,SMTP do Gmail configurado com sucesso,NONE
2025-11-10 10:26:55,prj_BuscaEstabelecimento,-,INFO,E-mail final com sucesso via Gmail,NONE
2025-11-10 10:26:55,prj_BuscaEstabelecimento,-,INFO,Finalizando task.,NONE
2025-11-10 10:26:55,prj_BuscaEstabelecimento,-,INFO,Task finalizada com sucesso.,NONE
2025-11-10 10:26:55,prj_BuscaEstabelecimento,-,INFO,End Process Finished,NONE
